url_length,dot_count,has_hyphen,has_https,has_suspicious,has_typo,safe_brand_present,has_risky_tld,is_http,entropy,has_at_symbol,domain_age_days,label
21,2,0,1,0,0,0,0,0,2.321928094887362,0,15,1
22,2,1,1,0,0,0,0,0,2.619949799111449,0,490,0
22,1,0,1,1,0,0,0,0,1.9219280948873623,0,10,1
16,2,0,1,0,0,0,0,0,3.705816303503892,0,1140,0
20,1,1,1,0,0,0,0,0,3.6136893444596034,0,110,0
55,3,0,1,0,0,0,0,0,3.8434161527076527,0,2118,0
62,2,1,1,0,0,0,0,0,2.2516291673878226,0,23,1
17,1,0,1,0,0,0,0,0,3.915822312817485,0,164,0
16,2,0,1,0,0,0,0,0,3.6183631862689243,0,487,0
29,2,0,0,0,0,0,1,1,2.321928094887362,0,7,1
18,2,0,1,0,0,0,0,0,3.3143613135785155,0,4150,0
54,2,0,1,1,0,0,0,0,2.321928094887362,0,13,1
55,1,0,1,0,0,0,0,0,3.894367013695203,0,1079,0
12,2,0,1,0,0,1,0,0,3.797333605066748,0,4078,0
22,2,0,1,0,0,0,0,0,3.7418500305765887,0,547,0
22,1,0,1,0,0,0,0,0,3.6181517266028074,0,2524,0
26,1,0,1,0,0,0,0,0,3.514458339477895,0,116,0
35,2,0,1,0,0,0,0,0,2.8590406211249704,0,1931,0
29,2,0,1,0,0,0,0,0,2.755904007859608,0,2876,0
38,4,1,1,0,0,0,0,0,1.1488348542809168,0,14,1
33,2,0,1,0,0,0,0,0,2.5216406363433186,0,29,1
29,2,0,1,0,0,0,0,0,2.901561115525038,0,950,0
34,2,1,1,0,0,0,0,0,4.117151726229579,0,924,0
21,2,0,1,0,0,0,0,0,2.8829921995340166,0,787,0
37,1,0,1,0,0,0,0,0,2.2359263506290326,0,4,1
27,2,0,1,0,0,0,0,0,2.874685196203047,0,1354,0
22,3,1,1,0,0,0,0,0,3.832015934655839,0,272,0
37,1,0,1,1,0,0,0,0,2.725480556997868,0,24,1
33,2,0,1,0,0,1,0,0,2.7004715207513126,0,1222,0
16,1,0,1,0,0,0,0,0,2.805075689180941,0,4811,0
37,4,0,1,0,0,0,0,0,2.2516291673878226,0,9,1
30,1,0,1,0,0,0,0,0,2.9812134109217756,0,1471,0
20,3,0,1,0,0,0,0,0,3.5189067675159973,0,446,0
36,2,0,1,0,0,0,0,0,2.8154831253556876,0,1042,0
24,1,1,1,0,0,0,0,0,2.8854761020195023,0,1289,0
19,2,0,1,0,0,0,0,0,3.877349394271585,0,375,0
30,1,0,1,0,0,1,0,0,2.604067998913347,0,1256,0
25,2,0,1,0,0,0,0,0,2.251629167387823,0,28,1
24,1,0,1,0,0,0,0,0,3.4353050456659657,0,2431,0
49,3,1,1,0,0,0,0,0,2.5216406363433186,0,29,1
42,1,0,1,0,0,0,0,0,3.0765389429446213,0,1813,0
22,1,0,1,0,0,0,0,0,2.5116229419961518,0,1791,0
19,1,0,1,0,0,0,0,0,2.584962500721156,0,28,1
23,2,0,1,0,0,0,0,0,2.8546056332114835,0,1282,0
43,2,0,1,0,0,0,1,0,3.52164063634332,0,12,1
28,1,0,1,0,0,0,0,0,2.8073549220576046,0,11,1
27,2,0,1,0,0,1,0,0,3.744701056727167,0,2374,0
14,1,0,1,0,0,0,0,0,2.381551017159629,0,832,0
40,2,1,0,0,0,0,0,1,2.321928094887362,0,24,1
18,2,0,1,0,0,0,0,0,3.27478459794563,0,144,0
35,1,0,1,0,0,0,0,0,4.083783044900061,0,1495,0
38,2,1,1,0,0,0,0,0,2.584962500721156,0,9,1
69,6,0,1,1,0,1,0,0,2.321928094887362,0,6,1
17,1,0,1,0,0,1,0,0,2.350718708717311,0,1717,0
30,2,0,1,0,0,0,0,0,2.321928094887362,0,5,1
46,3,1,1,0,0,0,0,0,2.679951183282876,0,2580,0
56,2,1,1,0,0,0,0,0,3.504805343188642,0,2757,0
24,1,0,1,0,0,0,0,0,1.5,0,5,1
49,1,0,1,0,0,0,0,0,2.9111545558874954,0,1374,0
28,1,1,1,0,0,0,0,0,3.6495275630589763,0,1441,0
30,2,0,1,0,0,0,0,0,2.2359263506290326,0,18,1
19,2,0,1,0,0,0,0,0,3.067790019231029,0,124,0
45,3,1,1,0,0,0,0,0,2.5216406363433186,0,26,1
19,2,0,1,0,0,0,0,0,4.0945640638381136,0,617,0
16,3,0,1,0,0,0,0,0,3.335845303225385,0,545,0
20,2,0,1,0,0,0,0,0,3.0780661576020956,0,1818,0
53,2,0,1,0,0,0,0,0,3.254406529581451,0,561,0
27,1,0,1,0,0,0,0,0,2.677989499081318,0,2047,0
51,1,0,1,0,0,0,0,0,2.7465983386934902,0,448,0
20,1,0,1,0,0,0,0,0,2.5216406363433186,0,13,1
38,1,0,1,0,0,0,0,0,3.6029260176103124,0,1234,0
27,2,0,1,0,0,0,0,0,3.0957952550009344,0,9,1
23,2,1,1,0,0,0,0,0,3.0717296619948575,0,995,0
35,3,1,1,0,0,0,0,0,3.757295214957837,0,1223,0
39,4,0,1,0,1,0,0,0,2.321928094887362,0,2,1
32,2,1,1,0,0,0,0,0,3.900074219341458,0,2144,0
33,2,1,1,0,0,0,0,0,3.7235481849636813,0,1666,0
33,2,0,1,0,0,0,0,0,2.321928094887362,0,23,1
35,2,0,1,1,0,0,0,0,1.9219280948873623,0,9,1
33,1,0,1,0,0,0,0,0,2.8374573147915525,0,4974,0
46,3,1,1,0,0,0,0,0,2.5216406363433186,0,13,1
32,2,1,1,0,0,0,0,0,2.5199851838779246,0,1309,0
28,2,0,1,0,0,0,0,0,2.75,0,12,1
22,1,0,1,0,0,0,0,0,2.9219280948873623,0,11,1
38,3,0,1,0,0,0,0,0,2.5216406363433186,0,14,1
23,2,0,1,0,0,0,0,0,2.2516291673878226,0,8,1
18,2,0,1,0,0,0,0,0,3.4703619867708033,0,746,0
31,2,0,0,0,0,0,0,0,3.4800968413846207,0,669,0
30,2,0,1,0,0,0,0,0,1.6644977792004616,0,25,1
29,1,0,1,0,0,0,0,0,2.9932018415805928,0,3310,0
14,2,0,1,0,0,1,0,0,2.8674334821004885,0,3808,0
31,1,0,1,0,0,1,0,0,3.2864792622242494,0,3979,0
24,2,0,1,0,0,0,0,0,2.7724647460368668,0,651,0
30,2,0,1,0,0,0,0,0,2.5216406363433186,0,4,1
19,2,0,1,0,0,0,0,0,3.6132624842062384,0,591,0
55,2,1,1,0,0,0,0,0,2.9822241582226154,0,2227,0
27,2,0,1,0,0,0,0,0,2.2359263506290326,0,21,1
34,1,0,1,0,0,0,0,0,3.4242932180005683,0,932,0
21,1,0,1,0,0,0,0,0,2.9100251092784095,0,2107,0
55,1,1,1,0,0,0,0,0,3.363160305412169,0,547,0
15,2,0,0,0,0,0,0,0,3.2390268666733837,0,2996,0
19,1,0,1,0,0,0,0,0,2.584962500721156,0,4,1
53,1,0,1,0,0,0,0,0,2.8814252221807335,0,858,0
34,1,0,1,0,0,1,0,0,3.3225504564655006,0,4131,0
119,6,0,1,1,0,0,0,0,2.5216406363433186,0,28,1
26,1,0,1,0,0,0,0,0,3.1394247779233435,0,2638,0
24,2,0,1,0,0,0,1,0,2.5216406363433186,0,8,1
37,2,0,1,0,0,0,0,0,3.2005230921506262,0,2610,0
28,1,0,1,0,0,0,0,0,3.7808057029553996,0,4861,0
22,1,0,1,0,0,0,0,0,4.004465511166415,0,407,0
21,3,1,1,0,0,0,0,1,3.94826764453697,0,1963,0
24,3,0,1,0,0,0,0,0,4.155445864492592,0,1394,0
31,1,0,1,0,0,0,0,1,3.81364422468242,0,656,0
47,3,0,1,0,0,0,0,0,2.978092696227953,0,205,0
30,2,0,1,0,0,0,0,0,2.5216406363433186,0,29,1
14,1,1,1,0,0,1,0,0,3.077026703039845,0,3836,0
56,2,0,1,0,0,0,0,0,2.7103350200627925,0,2336,0
56,3,0,1,0,0,0,0,0,2.670162839648328,0,377,0
35,2,0,1,0,0,0,0,0,1.9182958340544896,0,11,1
26,2,0,1,0,0,0,0,0,2.128085278891395,0,29,1
21,1,0,1,0,0,0,0,0,3.950151526133248,0,1939,0
57,3,1,1,0,0,0,0,0,2.5216406363433186,0,16,1
23,2,0,1,0,0,0,0,0,2.584962500721156,0,24,1
54,3,0,1,0,0,0,0,0,2.740731420202669,0,2201,0
43,3,1,1,0,0,0,0,0,2.6059786884304152,0,2661,0
44,3,1,1,0,0,0,0,0,2.5216406363433186,0,25,1
24,1,0,1,0,0,0,0,0,1.672933031873368,0,22,1
34,1,0,1,0,0,1,0,0,3.5224517261609467,0,4567,0
16,2,0,1,0,0,0,0,0,3.4612084777722174,0,668,0
32,3,0,1,0,0,0,0,0,3.867392041577934,0,665,0
20,1,0,1,0,0,0,0,0,2.2202980260213008,0,1195,0
31,2,0,1,0,0,0,0,0,3.6532576821004628,0,2193,0
33,1,0,1,0,0,1,0,0,2.448011240622879,0,3862,0
25,2,0,1,0,0,1,0,0,2.7453055635198194,0,1510,0
50,3,1,1,1,0,0,0,0,2.5216406363433186,0,23,1
32,3,0,0,0,0,0,0,0,3.7067805138792496,0,691,0
37,2,0,1,0,0,0,0,0,2.910268964800289,0,479,0
21,2,1,1,0,0,0,0,0,3.621732541812262,0,1199,0
24,1,0,1,0,0,0,0,0,1.5,0,23,1
25,1,0,1,0,0,0,0,0,3.812266844735543,0,1803,0
19,2,0,1,0,0,0,0,0,4.042706879284277,0,1023,0
21,2,0,1,0,0,0,0,0,2.0,0,1,1
26,1,1,1,0,0,0,0,0,2.8057870709471713,0,1127,0
30,2,0,1,0,0,0,0,0,2.863101663542045,0,742,0
31,3,0,1,0,0,0,0,0,2.321928094887362,0,16,1
19,2,0,1,0,0,0,0,0,2.4389160345590337,0,3137,0
58,2,0,1,0,0,0,0,0,3.2786680096975096,0,1376,0
20,1,0,1,0,0,0,0,0,3.1026345871055656,0,584,0
40,3,0,1,0,0,0,0,0,2.5216406363433186,0,1,1
20,1,0,1,0,0,0,0,0,3.214274151350001,0,2671,0
28,2,0,1,0,0,0,0,0,3.459431618637298,0,14,1
19,2,0,1,0,0,1,0,0,3.1644151730786434,0,1242,0
43,2,0,1,0,0,0,0,0,3.521640636343319,0,10,1
23,2,0,1,0,0,0,0,0,2.9419182769612044,0,1745,0
22,2,0,1,0,0,0,0,0,3.7041258000650945,0,4664,0
27,2,0,1,0,0,0,0,0,3.0571292432353703,0,2584,0
32,2,0,1,0,0,0,0,0,3.277613436819116,0,10,1
32,1,0,1,0,0,0,0,0,3.062972034116933,0,2241,0
39,2,0,1,0,0,0,0,0,2.584962500721156,0,25,1
35,1,0,1,0,0,0,0,0,3.336440871021957,0,2676,0
29,2,0,1,0,0,0,0,0,2.5216406363433186,0,15,1
58,1,0,1,0,0,0,0,0,3.2700727011010855,0,1509,0
33,1,0,1,0,0,0,0,0,3.2796392332750974,0,2342,0
24,1,0,1,0,0,1,0,0,2.4756351453676744,0,1039,0
30,2,0,0,0,0,0,1,1,1.9219280948873623,0,26,1
37,1,0,1,0,0,0,0,0,3.589539407318221,0,1963,0
33,2,0,1,0,0,0,1,0,2.8073549220576046,0,23,1
35,2,0,1,1,0,0,0,0,2.321928094887362,0,22,1
26,1,0,1,0,0,0,0,0,3.5291216198683557,0,2208,0
20,2,0,1,0,0,0,0,0,4.0054493970957905,0,126,0
43,5,1,1,0,0,0,0,0,2.584962500721156,0,11,1
31,2,1,1,0,0,0,0,0,4.16457305453379,0,385,0
40,2,0,1,0,0,0,0,0,3.5426663407234176,0,1931,0
40,2,1,1,0,0,0,0,0,2.5216406363433186,0,19,1
24,1,0,1,0,0,0,0,0,2.8073549220576046,0,22,1
36,2,0,1,0,0,0,0,0,2.9914306773598294,0,100,0
24,3,1,1,0,0,0,0,0,4.119591848375496,0,212,0
21,3,0,1,0,0,0,0,0,3.705420449515797,0,2993,0
31,1,1,1,0,0,1,0,0,3.3272804721586233,0,3827,0
47,3,1,1,0,0,0,0,0,2.5216406363433186,0,9,1
27,1,0,1,0,0,0,0,0,3.3320760416961956,0,1623,0
23,1,0,1,0,0,1,0,0,2.4021869893044636,0,4244,0
24,2,0,1,0,0,0,0,0,2.801576990730765,0,155,0
36,2,1,1,0,0,0,0,0,3.2471807523130476,0,147,0
45,3,1,1,0,0,0,0,0,2.5216406363433186,0,10,1
31,1,0,1,0,0,1,0,0,2.474606777302928,0,1872,0
23,2,0,1,0,0,0,0,0,2.321928094887362,0,27,1
35,2,0,1,0,0,0,0,0,3.594212517556114,0,794,0
56,1,0,1,0,0,0,0,0,3.7130921858610235,0,216,0
15,1,0,1,0,0,0,0,0,2.868807618590311,0,716,0
36,1,0,1,0,0,0,0,0,2.128085278891395,0,13,1
27,2,0,1,0,0,0,0,0,2.8073549220576046,0,24,1
82,1,0,1,0,0,0,0,0,2.25,0,29,1
31,1,0,1,0,0,0,0,0,2.918295834054489,0,20,1
27,2,0,1,0,0,1,0,0,3.3353298847714345,0,655,0
33,2,0,1,0,0,0,0,0,2.0,0,27,1
35,2,1,1,0,0,0,0,0,4.16880745626131,0,1854,0
26,2,0,1,0,0,0,0,0,3.1122962830307026,0,1619,0
16,1,0,1,0,0,0,0,1,2.610732268901172,0,1024,0
57,3,1,1,0,0,0,0,0,2.5216406363433186,0,4,1
53,2,1,1,0,0,0,0,0,2.321928094887362,0,29,1
33,2,0,1,0,0,0,0,0,2.725480556997868,0,29,1
23,2,0,1,0,0,1,0,0,2.7916880026924433,0,1925,0
48,3,0,1,0,0,0,0,0,3.9904379729375017,0,1453,0
29,1,0,1,0,0,1,0,0,2.4141701084383143,0,738,0
61,2,1,1,0,0,0,0,0,2.321928094887362,0,19,1
36,2,0,0,0,0,0,0,1,2.5216406363433186,0,29,1
44,1,0,1,0,0,0,0,0,2.8348423070146085,0,1165,0
17,2,0,1,0,0,0,0,0,3.6429195406875685,0,3312,0
18,2,0,1,0,0,0,0,0,3.8429631772879618,0,1953,0
31,1,1,1,0,0,0,0,0,3.9477027792200903,0,22,1
40,2,0,1,0,0,0,0,0,3.3300856430131627,0,1585,0
36,2,0,0,0,0,0,0,1,2.5216406363433186,0,27,1
48,3,0,1,0,0,0,0,0,3.8931767635611956,0,941,0
28,2,1,1,0,0,0,0,0,2.321928094887362,0,11,1
51,3,1,1,0,0,0,0,0,2.5216406363433186,0,9,1
37,1,0,1,0,0,0,0,0,2.926981504250693,0,2916,0
38,2,0,1,0,0,0,0,0,3.003290367731633,0,2685,0
34,3,0,1,0,0,0,0,0,3.597274555326324,0,2900,0
37,1,0,1,0,0,0,0,0,4.0808669579964025,0,953,0
54,3,1,1,0,0,0,0,0,3.9773470694689896,0,364,0
61,1,0,1,0,0,0,0,0,2.321928094887362,0,9,1
55,2,0,1,1,0,0,0,0,2.321928094887362,0,24,1
13,1,0,1,0,0,1,0,0,3.256034069829881,0,3341,0
15,2,0,1,0,0,0,0,0,3.146857056123118,0,1543,0
24,2,0,1,0,0,0,0,0,2.5216406363433186,0,13,1
58,1,0,1,0,0,0,0,0,2.974132176066782,0,1956,0
16,2,0,1,0,0,0,0,0,3.7233857827336183,0,1875,0
14,1,0,1,0,0,0,0,0,2.7330667393013552,0,3344,0
42,2,0,1,0,0,0,0,0,3.1261536349506462,0,2006,0
25,3,1,1,0,0,0,0,0,3.2838075827326922,0,1236,0
23,2,0,1,0,0,0,0,0,3.2048006110702554,0,2959,0
16,1,0,0,0,0,0,0,1,2.321928094887362,0,2,1
34,2,0,1,0,0,0,0,0,3.12777159873151,0,200,0
22,2,1,1,0,0,0,0,0,3.947528333394589,0,804,0
34,2,0,1,0,0,0,0,0,2.9144762655430587,0,2940,0
32,2,0,1,0,0,0,0,0,2.4056390622295662,0,19,1
30,2,0,0,0,0,0,1,1,2.321928094887362,0,22,1
34,3,0,1,0,0,0,0,0,3.031657077584848,0,2207,0
20,1,0,1,0,0,0,0,0,3.7689953017205338,0,2988,0
37,2,0,1,0,0,0,0,0,2.584962500721156,0,22,1
58,2,1,1,0,0,0,0,0,3.0,0,7,1
22,1,0,1,0,0,0,0,0,2.2921901962766693,0,2147,0
18,1,0,0,0,0,0,0,1,2.8073549220576046,0,23,1
30,2,0,1,0,0,0,0,0,3.1429954487057374,0,550,0
27,3,0,1,0,0,0,0,0,3.136468119319119,0,1865,0
58,2,0,1,0,0,0,0,0,3.056730318082871,0,1718,0
52,2,0,1,0,0,0,0,0,2.8538747503434814,0,489,0
52,3,1,1,0,0,0,0,0,3.5119372676894747,0,2076,0
51,3,1,1,0,0,0,0,0,2.5216406363433186,0,9,1
43,2,0,1,0,0,0,0,0,3.58024703515192,0,2236,0
20,2,0,1,0,0,0,0,0,3.5416152893697905,0,782,0
18,3,0,1,0,0,0,0,0,3.765181392606255,0,412,0
21,1,0,1,0,0,0,0,0,3.0,0,29,1
15,2,0,1,0,0,0,0,0,2.734767280901142,0,3213,0
37,2,0,1,0,0,0,0,0,4.045422396640642,0,985,0
22,2,0,1,0,0,0,0,0,2.584962500721156,0,21,1
23,2,0,1,0,0,0,0,0,3.1080338374133083,0,103,0
18,1,0,1,0,0,0,0,0,2.584962500721156,0,12,1
45,3,0,1,0,0,0,0,0,3.7631023735090032,0,1542,0
22,1,0,1,0,0,0,0,0,2.4193819456463714,0,23,1
38,3,1,1,0,0,0,0,0,3.238901256602631,0,8,1
33,2,0,1,0,0,0,0,0,3.3220565066337375,0,2202,0
32,2,1,1,1,0,0,0,0,2.0,0,3,1
16,2,0,1,0,0,0,0,0,2.441664339233077,0,898,0
29,1,1,1,0,0,0,0,0,3.689863180094392,0,529,0
37,1,1,1,0,0,0,0,0,3.9128657629290977,0,2783,0
17,1,0,1,0,0,0,0,0,3.1660447830974725,0,387,0
17,2,0,1,0,0,0,0,0,3.1748885889118776,0,1229,0
28,2,0,0,0,0,0,0,1,3.418295834054489,0,16,1
35,2,0,1,0,0,0,0,0,2.968687900123733,0,1261,0
31,2,0,1,0,0,0,0,0,2.7881623427187834,0,2469,0
28,2,0,0,0,0,0,0,1,2.5216406363433186,0,26,1
19,1,0,1,0,0,0,0,0,2.9804597458095374,0,1230,0
45,2,0,1,0,0,0,0,0,3.5658315185733325,0,197,0
56,3,0,1,0,0,0,0,0,3.6027001585870977,0,2312,0
27,2,1,1,0,0,1,0,0,3.0515882453708834,0,1758,0
59,2,0,1,0,0,0,0,0,2.904210439210426,0,416,0
48,2,1,1,1,0,0,0,0,1.7924812503605778,0,11,1
36,1,0,1,0,0,0,0,0,3.8773874909170796,0,1895,0
26,2,0,1,0,0,1,0,0,2.4789752728394987,0,2603,0
49,3,0,1,0,0,0,0,0,3.1080570260720184,0,415,0
26,2,0,1,0,0,0,0,0,3.301165693593466,0,1522,0
29,2,0,1,0,0,0,0,0,3.0018720472690585,0,1552,0
36,2,0,0,0,0,0,0,1,2.5216406363433186,0,22,1
26,1,0,1,0,0,0,0,0,2.637744390789075,0,1293,0
25,1,0,1,0,0,0,0,0,4.088690805260889,0,1962,0
20,2,0,1,0,0,0,0,0,3.857881597977763,0,2848,0
53,3,0,1,0,0,0,0,0,2.5216406363433186,0,23,1
27,2,0,1,0,0,0,0,0,3.605700933334817,0,629,0
24,2,0,1,0,0,0,0,0,3.20357821554607,0,1781,0
23,2,0,1,0,0,0,0,0,3.7955420091862586,0,1983,0
16,2,0,1,0,0,0,0,0,3.6507431246274717,0,710,0
29,2,0,0,0,0,0,1,1,1.9219280948873623,0,19,1
47,1,0,1,0,0,0,0,0,3.0637495482354296,0,2008,0
21,2,0,1,0,0,0,0,0,3.84927741629903,0,657,0
54,1,1,1,0,0,0,0,0,2.525060704991441,0,469,0
51,1,0,1,0,0,0,0,0,3.5771642710537774,0,547,0
28,1,1,1,0,0,0,0,0,3.1529908522138728,0,2275,0
30,2,0,1,0,0,0,0,0,4.027674619074343,0,1072,0
22,2,1,1,0,0,1,0,0,3.5511268246113845,0,2734,0
23,1,0,1,0,0,0,0,0,2.321928094887362,0,20,1
21,2,0,1,0,0,0,0,0,2.8072524569043344,0,1346,0
24,2,0,0,0,0,0,1,1,2.321928094887362,0,5,1
32,1,0,1,0,0,0,0,0,3.99690702149507,0,1355,0
29,1,1,1,0,0,0,0,1,3.5406755868262443,0,2429,0
21,3,1,1,0,0,0,0,0,2.9897940101960145,0,2356,0
36,3,0,1,0,0,0,0,0,2.770532074179573,0,1868,0
36,2,0,1,0,0,0,0,0,3.4193819456463714,0,15,1
16,1,0,1,0,0,1,0,0,2.2097059565509523,0,983,0
31,2,0,1,0,0,1,0,0,2.3261452111807643,0,708,0
43,1,0,1,0,0,0,0,0,3.8124781214933035,0,879,0
48,1,0,1,0,0,0,0,0,2.8970340290269743,0,672,0
29,2,0,1,0,0,0,0,0,3.7885786601444313,0,571,0
19,1,0,1,0,0,0,0,0,3.239699347424483,0,1545,0
23,2,0,1,0,0,0,0,0,2.5216406363433186,0,26,1
16,1,0,1,0,0,0,0,0,3.4547733852408786,0,578,0
27,1,0,1,0,0,0,0,0,3.3294463259947147,0,1901,0
30,1,0,1,0,0,0,0,0,2.7537178405657716,0,2322,0
27,1,0,1,0,0,0,0,0,3.9571290792121427,0,2902,0
28,2,0,1,0,0,0,0,0,3.0641374979652474,0,2964,0
21,1,0,1,0,0,0,0,0,3.603824687046569,0,430,0
15,3,0,0,0,0,0,0,0,3.6251575891897385,0,2271,0
20,2,0,1,0,0,0,0,0,2.9897885041951326,0,1448,0
22,1,0,1,0,0,0,0,0,2.3036858204856157,0,3326,0
19,2,0,1,0,0,0,0,0,3.0921656878199393,0,447,0
28,1,0,1,0,0,0,0,0,3.9567507239908926,0,101,0
36,2,0,1,0,0,0,0,0,3.0,0,1,1
21,1,0,1,0,0,0,0,0,3.169925001442312,0,15,1
22,2,0,1,0,0,0,0,0,3.9433111233596154,0,515,0
32,2,0,1,0,0,0,1,0,2.584962500721156,0,28,1
16,2,0,1,0,0,0,0,0,2.5618458134525577,0,4542,0
55,1,0,1,0,0,0,0,0,3.8437706668112614,0,896,0
20,1,0,1,0,0,0,0,0,2.8073549220576046,0,18,1
17,2,0,1,0,0,0,0,0,4.0940980693357245,0,937,0
22,2,0,1,0,0,0,0,0,3.5056169595646205,0,1857,0
27,2,1,1,0,0,0,0,0,3.25747457642379,0,675,0
12,1,0,1,0,0,1,0,0,2.325277225118753,0,4588,0
22,1,0,1,0,0,0,0,0,3.359551802251601,0,4493,0
12,2,0,1,0,0,1,0,0,3.7684147189204715,0,2005,0
23,2,0,1,0,0,0,0,0,2.2359263506290326,0,2,1
21,1,1,1,0,0,0,0,0,3.6969988469170967,0,2437,0
25,1,0,1,0,0,0,0,0,3.04290927184773,0,1625,0
34,1,0,1,0,0,0,0,0,2.9713773208255283,0,1840,0
43,3,0,1,0,0,0,0,0,3.012725395566509,0,1717,0
25,1,0,1,0,0,0,0,0,4.105546142280764,0,1277,0
28,2,0,1,0,0,0,0,0,2.5216406363433186,0,5,1
46,1,0,1,0,0,0,0,0,3.7580787271319918,0,1218,0
26,1,0,1,0,0,0,0,0,2.75,0,17,1
35,3,0,1,0,0,0,0,0,2.2516291673878226,0,10,1
29,2,1,1,0,0,0,0,0,3.2879384048752818,0,399,0
27,2,0,1,0,0,0,0,0,2.9219280948873623,0,24,1
21,1,0,1,0,0,1,0,0,2.6732707801997835,0,4655,0
52,3,0,1,0,0,0,0,0,3.2429377057447715,0,1611,0
15,1,1,1,0,0,0,0,0,3.745348752653351,0,766,0
24,2,0,1,0,0,1,0,0,3.530502038081539,0,4302,0
41,2,0,1,1,0,0,0,0,2.6464393446710153,0,29,1
23,2,0,1,0,0,0,0,0,3.4437805452053896,0,850,0
17,1,0,1,0,0,1,0,0,3.781061016442361,0,3708,0
22,2,0,0,0,0,0,0,1,3.1700073037034553,0,2172,0
23,2,0,1,0,0,0,0,0,2.251629167387823,0,3,1
30,2,0,0,0,0,0,1,1,2.321928094887362,0,8,1
41,3,1,1,0,0,0,0,0,3.577189098928611,0,2004,0
17,1,0,1,0,0,1,0,0,2.4464976861296988,0,4824,0
39,6,1,1,0,0,0,0,0,2.2359263506290326,0,25,1
21,1,0,1,0,0,1,0,0,3.173463506564158,0,803,0
28,1,0,1,0,0,0,0,0,2.8073549220576046,0,19,1
18,2,0,1,0,0,0,0,0,3.386575950906081,0,2476,0
24,1,0,1,0,0,0,0,0,2.75,0,26,1
40,2,0,1,0,0,0,0,0,3.2775540468284605,0,912,0
28,2,0,1,0,0,0,0,0,2.975126903581716,0,2151,0
29,2,0,1,0,0,0,0,0,2.5216406363433186,0,12,1
23,2,0,1,0,0,0,0,0,2.584962500721156,0,21,1
59,1,0,1,0,0,0,0,1,3.4735900677460667,0,1150,0
28,1,0,1,0,0,1,0,0,2.6336571786168577,0,1598,0
34,1,0,1,0,0,1,0,0,2.9237546286554337,0,1304,0
24,2,0,1,0,0,1,0,0,2.7982539576120535,0,3511,0
21,1,0,1,0,0,0,0,0,2.75,0,28,1
20,2,0,1,0,0,0,0,0,3.2453513123535833,0,717,0
25,2,0,1,0,0,0,0,0,3.5505909630756207,0,1104,0
59,2,0,1,0,0,0,0,0,2.7621210849409645,0,692,0
55,1,0,1,0,0,0,0,0,3.425113262351588,0,848,0
34,1,1,1,0,0,0,0,0,2.584962500721156,0,17,1
21,2,0,1,0,0,0,0,0,3.351010561805388,0,735,0
16,3,0,1,0,0,0,0,0,3.557283677673773,0,2762,0
40,1,0,1,0,0,0,0,0,2.2359263506290326,0,1,1
21,2,0,1,0,0,0,0,0,2.306602960913898,0,1302,0
28,1,0,1,0,0,1,0,0,2.7386761727916453,0,1610,0
16,1,0,1,0,0,0,0,0,3.0187179075715864,0,3120,0
23,2,0,1,0,0,0,0,0,3.8297064828210017,0,1724,0
33,1,0,1,0,0,0,0,0,2.6694468307332095,0,1518,0
37,2,1,1,0,0,0,0,0,3.9383771054680756,0,982,0
57,3,0,1,0,0,0,0,0,2.6663064166329002,0,205,0
46,1,0,1,0,0,0,0,0,2.7164356693700245,0,2436,0
26,2,0,0,0,0,0,0,1,2.5216406363433186,0,22,1
20,1,0,1,0,0,0,0,0,3.2097551879912345,0,108,0
17,2,0,1,0,0,0,0,0,2.809728737652251,0,1100,0
47,3,1,1,0,0,0,0,0,2.321928094887362,0,5,1
47,2,0,1,0,0,0,0,0,3.6081375974559102,0,2715,0
19,1,0,1,0,0,0,1,0,2.2516291673878226,0,8,1
50,2,1,1,1,0,0,0,0,2.5216406363433186,0,23,1
22,2,0,1,0,0,0,0,0,2.584962500721156,0,5,1
15,1,0,1,0,0,1,0,0,2.86379375617655,0,1068,0
23,1,0,1,0,0,1,0,0,2.508245896744393,0,1354,0
30,1,0,1,0,0,1,0,0,3.1415810049449715,0,4261,0
21,2,1,1,0,0,0,0,0,3.31706137578717,0,364,0
41,2,1,1,0,0,0,0,0,2.321928094887362,0,10,1
32,3,0,1,0,0,0,0,0,3.4106532145764215,0,424,0
28,1,0,1,0,0,0,0,0,1.9182958340544896,0,9,1
17,2,0,1,0,0,0,0,0,2.9188368645981715,0,1574,0
34,1,1,1,0,0,0,0,0,3.4241668522429887,0,1358,0
46,1,0,1,0,0,0,0,0,3.0070707660222045,0,2537,0
36,2,0,1,0,0,0,0,0,3.84586090271861,0,1153,0
49,2,1,1,1,0,0,0,0,2.5216406363433186,0,5,1
43,3,0,1,0,0,0,0,0,2.641027084621166,0,1482,0
23,1,0,1,0,0,0,0,0,2.2516291673878226,0,25,1
21,2,0,1,0,0,0,0,0,2.903660268725401,0,1599,0
53,2,0,1,0,0,0,0,0,2.7908210553597272,0,148,0
24,2,0,1,0,0,0,0,0,3.7832631267903323,0,1411,0
34,2,1,0,0,0,0,0,0,3.2367902664798205,0,1927,0
23,1,0,1,0,0,0,0,0,3.9974645623262477,0,499,0
24,1,1,1,0,0,0,0,0,3.0957952550009344,0,13,1
16,1,0,1,0,0,1,0,0,2.4196641849198546,0,814,0
